maketxt,modeltxt,yeartxt,complaint_year,complaint_quarter,complaint_count
FORD,E-350,2022,2024,3,2
FORD,E-450,2021,2024,3,2
FORD,E-450,2022,2024,3,2
FORD,E-450,2024,2024,3,2
FORD,ECOSPORT,2018,2024,3,76
FORD,ECOSPORT,2019,2024,3,50
FORD,ECOSPORT,2020,2024,3,46
FORD,ECOSPORT,2021,2024,3,33
FORD,EDGE,2015,2024,3,15
FORD,EDGE,2016,2024,3,49
FORD,EDGE,2017,2024,3,110
FORD,EDGE,2018,2024,3,94
FORD,EDGE,2019,2024,3,72
FORD,EDGE,2020,2024,3,29
FORD,EDGE,2021,2024,3,11
FORD,EDGE,2023,2024,3,4
FORD,EDGE,2024,2024,3,7
FORD,ESCAPE,2015,2024,3,30
FORD,ESCAPE,2016,2024,3,40
FORD,ESCAPE,2017,2024,3,274
FORD,ESCAPE,2018,2024,3,163
FORD,ESCAPE,2019,2024,3,49
FORD,ESCAPE,2020,2024,3,80
FORD,ESCAPE,2021,2024,3,12
FORD,ESCAPE,2022,2024,3,14
FORD,ESCAPE,2023,2024,3,9
FORD,ESCAPE HYBRID,2020,2024,3,23
FORD,ESCAPE HYBRID,2021,2024,3,6
FORD,ESCAPE HYBRID,2022,2024,3,1
FORD,ESCAPE HYBRID,2023,2024,3,2
FORD,ESCAPE PHEV,2022,2024,3,1
FORD,ESCAPE PHEV,2024,2024,3,1
FORD,EXPEDITION,2015,2024,3,6
FORD,EXPEDITION,2016,2024,3,4
FORD,EXPEDITION,2017,2024,3,17
FORD,EXPEDITION,2018,2024,3,31
FORD,EXPEDITION,2019,2024,3,57
FORD,EXPEDITION,2020,2024,3,42
FORD,EXPEDITION,2021,2024,3,14
FORD,EXPEDITION,2022,2024,3,12
FORD,EXPEDITION,2023,2024,3,7
FORD,EXPEDITION,2024,2024,3,5
FORD,EXPLORER,2015,2024,3,57
FORD,EXPLORER,2016,2024,3,91
FORD,EXPLORER,2017,2024,3,68
FORD,EXPLORER,2018,2024,3,44
FORD,EXPLORER,2019,2024,3,17
FORD,EXPLORER,2020,2024,3,62
FORD,EXPLORER,2021,2024,3,25
FORD,EXPLORER,2022,2024,3,9
FORD,EXPLORER,2023,2024,3,13
FORD,EXPLORER,2024,2024,3,1
FORD,F-150,2015,2024,3,64
FORD,F-150,2016,2024,3,91
FORD,F-150,2017,2024,3,105
FORD,F-150,2018,2024,3,146
FORD,F-150,2019,2024,3,104
FORD,F-150,2020,2024,3,54
FORD,F-150,2021,2024,3,45
FORD,F-150,2022,2024,3,28
FORD,F-150,2023,2024,3,32
FORD,F-150,2024,2024,3,4
FORD,F-150 HYBRID,2021,2024,3,13
FORD,F-150 HYBRID,2022,2024,3,23
FORD,F-150 HYBRID,2023,2024,3,10
FORD,F-150 HYBRID,2024,2024,3,2
FORD,F-150 LIGHTNING BEV,2022,2024,3,13
FORD,F-150 LIGHTNING BEV,2023,2024,3,26
FORD,F-250,2015,2024,3,11
FORD,F-250,2016,2024,3,11
FORD,F-250,2017,2024,3,14
FORD,F-250,2018,2024,3,6
FORD,F-250,2019,2024,3,38
FORD,F-250,2020,2024,3,11
FORD,F-250,2021,2024,3,12
FORD,F-250,2022,2024,3,10
FORD,F-250 SD,2023,2024,3,6
FORD,F-250 SD,2024,2024,3,4
FORD,F-350,2015,2024,3,8
FORD,F-350,2016,2024,3,12
FORD,F-350,2017,2024,3,3
FORD,F-350,2018,2024,3,4
FORD,F-350,2019,2024,3,15
FORD,F-350,2020,2024,3,5
FORD,F-350,2021,2024,3,7
FORD,F-350 SD,2017,2024,3,5
FORD,F-350 SD,2022,2024,3,7
FORD,F-350 SD,2023,2024,3,9
FORD,F-350 SD,2024,2024,3,6
FORD,F-450,2019,2024,3,2
FORD,F-450,2020,2024,3,1
FORD,F-450 SD,2021,2024,3,1
FORD,F-450 SD,2022,2024,3,2
FORD,F-53,2015,2024,3,1
FORD,F-53,2020,2024,3,1
FORD,F-53,2021,2024,3,1
FORD,F-53,2023,2024,3,4
FORD,F-550,2018,2024,3,1
FORD,F-550,2019,2024,3,1
FORD,F-550,2020,2024,3,1
FORD,F-550 SD,2019,2024,3,1
FORD,F-59,2022,2024,3,3
FORD,F-750,2017,2024,3,2
FORD,FIESTA,2015,2024,3,3
FORD,FIESTA,2016,2024,3,8
FORD,FIESTA,2017,2024,3,2
FORD,FIESTA,2018,2024,3,2
FORD,FIESTA,2019,2024,3,7
FORD,FLEX,2015,2024,3,1
FORD,FLEX,2016,2024,3,2
FORD,FLEX,2019,2024,3,4
FORD,FOCUS,2015,2024,3,40
FORD,FOCUS,2016,2024,3,44
FORD,FOCUS,2017,2024,3,48
FORD,FOCUS,2018,2024,3,68
FORD,FOCUS ELECTRIC,2016,2024,3,3
FORD,FUSION,2015,2024,3,33
FORD,FUSION,2016,2024,3,72
FORD,FUSION,2017,2024,3,105
FORD,FUSION,2018,2024,3,44
FORD,FUSION,2019,2024,3,26
FORD,FUSION,2020,2024,3,11
FORD,FUSION ENERGI,2019,2024,3,6
FORD,FUSION HYBRID,2016,2024,3,1
FORD,FUSION HYBRID,2017,2024,3,4
FORD,FUSION HYBRID,2018,2024,3,3
FORD,FUSION HYBRID,2019,2024,3,4
FORD,MAVERICK,2022,2024,3,4
FORD,MAVERICK,2023,2024,3,4
FORD,MAVERICK,2024,2024,3,3
FORD,MAVERICK HYBRID,2022,2024,3,41
FORD,MAVERICK HYBRID,2023,2024,3,40
FORD,MAVERICK HYBRID,2024,2024,3,12
FORD,MUSTANG,2015,2024,3,18
FORD,MUSTANG,2016,2024,3,11
FORD,MUSTANG,2017,2024,3,10
FORD,MUSTANG,2018,2024,3,7
FORD,MUSTANG,2019,2024,3,10
FORD,MUSTANG,2020,2024,3,14
FORD,MUSTANG,2021,2024,3,3
FORD,MUSTANG,2022,2024,3,8
FORD,MUSTANG,2023,2024,3,11
FORD,MUSTANG,2024,2024,3,13
FORD,MUSTANG MACH E,2021,2024,3,56
FORD,MUSTANG MACH E,2022,2024,3,21
FORD,MUSTANG MACH E,2023,2024,3,18
FORD,MUSTANG MACH E,2024,2024,3,5
FORD,RANGER,2019,2024,3,15
FORD,RANGER,2020,2024,3,7
FORD,RANGER,2021,2024,3,14
FORD,RANGER,2022,2024,3,2
FORD,RANGER,2024,2024,3,3
FORD,TAURUS,2015,2024,3,2
FORD,TRANSIT,2015,2024,3,6
FORD,TRANSIT,2016,2024,3,3
FORD,TRANSIT,2017,2024,3,7
FORD,TRANSIT,2019,2024,3,1
FORD,TRANSIT,2020,2024,3,2
FORD,TRANSIT,2022,2024,3,3
FORD,TRANSIT,2023,2024,3,13
FORD,TRANSIT,2024,2024,3,6
FORD,TRANSIT CONNECT,2015,2024,3,1
FORD,TRANSIT CONNECT,2016,2024,3,1
FORD,TRANSIT CONNECT,2017,2024,3,1
FORD,TRANSIT CONNECT,2018,2024,3,2
FORD,TRANSIT CONNECT,2019,2024,3,2
FORD,TRANSIT CONNECT,2020,2024,3,1
HONDA,ACCORD,2015,2024,3,9
HONDA,ACCORD,2016,2024,3,20
HONDA,ACCORD,2017,2024,3,14
HONDA,ACCORD,2018,2024,3,107
HONDA,ACCORD,2019,2024,3,55
HONDA,ACCORD,2020,2024,3,23
HONDA,ACCORD,2021,2024,3,10
HONDA,ACCORD,2022,2024,3,14
HONDA,ACCORD,2023,2024,3,4
HONDA,ACCORD,2024,2024,3,8
HONDA,ACCORD HYBRID,2015,2024,3,1
HONDA,ACCORD HYBRID,2017,2024,3,2
HONDA,ACCORD HYBRID,2018,2024,3,6
HONDA,ACCORD HYBRID,2019,2024,3,4
HONDA,ACCORD HYBRID,2020,2024,3,1
HONDA,ACCORD HYBRID,2021,2024,3,1
HONDA,ACCORD HYBRID,2022,2024,3,5
HONDA,ACCORD HYBRID,2023,2024,3,27
HONDA,ACCORD HYBRID,2024,2024,3,19
HONDA,CIVIC,2015,2024,3,11
HONDA,CIVIC,2016,2024,3,26
HONDA,CIVIC,2017,2024,3,31
HONDA,CIVIC,2018,2024,3,69
HONDA,CIVIC,2019,2024,3,43
HONDA,CIVIC,2020,2024,3,16
HONDA,CIVIC,2021,2024,3,8
HONDA,CIVIC,2022,2024,3,36
HONDA,CIVIC,2023,2024,3,11
HONDA,CIVIC,2024,2024,3,16
HONDA,CIVIC HATCHBACK,2018,2024,3,2
HONDA,CIVIC SI,2020,2024,3,2
HONDA,CIVIC SI,2022,2024,3,2
HONDA,CIVIC SI,2023,2024,3,2
HONDA,CIVIC TYPE R,2017,2024,3,1
HONDA,CIVIC TYPE R,2019,2024,3,3
HONDA,CIVIC TYPE R,2021,2024,3,5
HONDA,CIVIC TYPE R,2023,2024,3,1
HONDA,CLARITY,2021,2024,3,3
HONDA,CLARITY ELECTRIC,2018,2024,3,2
HONDA,CLARITY PLUG-IN HYBRID,2018,2024,3,13
HONDA,CLARITY PLUG-IN HYBRID,2019,2024,3,6
HONDA,CMX500,2023,2024,3,1
HONDA,CR-V,2015,2024,3,4
HONDA,CR-V,2016,2024,3,13
HONDA,CR-V,2017,2024,3,49
HONDA,CR-V,2018,2024,3,115
HONDA,CR-V,2019,2024,3,76
HONDA,CR-V,2020,2024,3,23
HONDA,CR-V,2021,2024,3,18
HONDA,CR-V,2022,2024,3,16
HONDA,CR-V,2023,2024,3,17
HONDA,CR-V,2024,2024,3,36
HONDA,CR-V HYBRID,2020,2024,3,20
HONDA,CR-V HYBRID,2021,2024,3,15
HONDA,CR-V HYBRID,2022,2024,3,9
HONDA,CR-V HYBRID,2023,2024,3,3
HONDA,CR-V HYBRID,2024,2024,3,18
HONDA,CR-Z,2016,2024,3,1
HONDA,CRF1000,2019,2024,3,3
HONDA,CRF1100A,2020,2024,3,1
HONDA,CROSSTOUR,2015,2024,3,3
HONDA,FIT,2015,2024,3,5
HONDA,FIT,2017,2024,3,3
HONDA,FIT,2018,2024,3,8
HONDA,FIT,2019,2024,3,16
HONDA,FIT,2020,2024,3,2
HONDA,GL1800,2015,2024,3,1
HONDA,GL1800,2018,2024,3,13
HONDA,GL1800,2019,2024,3,2
HONDA,HR-V,2016,2024,3,4
HONDA,HR-V,2017,2024,3,7
HONDA,HR-V,2018,2024,3,8
HONDA,HR-V,2019,2024,3,27
HONDA,HR-V,2020,2024,3,9
HONDA,HR-V,2021,2024,3,3
HONDA,HR-V,2022,2024,3,5
HONDA,HR-V,2023,2024,3,24
HONDA,HR-V,2024,2024,3,9
HONDA,INSIGHT,2019,2024,3,11
HONDA,INSIGHT,2020,2024,3,1
HONDA,INSIGHT,2021,2024,3,4
HONDA,INSIGHT,2022,2024,3,2
HONDA,MONKEY125,2023,2024,3,2
HONDA,ODYSSEY,2015,2024,3,3
HONDA,ODYSSEY,2016,2024,3,9
HONDA,ODYSSEY,2017,2024,3,3
HONDA,ODYSSEY,2018,2024,3,106
HONDA,ODYSSEY,2019,2024,3,98
HONDA,ODYSSEY,2020,2024,3,47
HONDA,ODYSSEY,2021,2024,3,14
HONDA,ODYSSEY,2022,2024,3,9
HONDA,ODYSSEY,2023,2024,3,7
HONDA,ODYSSEY,2024,2024,3,5
HONDA,PASSPORT,2019,2024,3,15
HONDA,PASSPORT,2021,2024,3,16
HONDA,PASSPORT,2022,2024,3,1
HONDA,PASSPORT,2023,2024,3,4
HONDA,PILOT,2015,2024,3,2
HONDA,PILOT,2016,2024,3,43
HONDA,PILOT,2017,2024,3,34
HONDA,PILOT,2018,2024,3,40
HONDA,PILOT,2019,2024,3,70
HONDA,PILOT,2020,2024,3,31
HONDA,PILOT,2021,2024,3,43
HONDA,PILOT,2022,2024,3,21
HONDA,PILOT,2023,2024,3,8
HONDA,PILOT,2024,2024,3,14
HONDA,PROLOGUE,2024,2024,3,5
HONDA,RIDGELINE,2017,2024,3,11
HONDA,RIDGELINE,2018,2024,3,6
HONDA,RIDGELINE,2019,2024,3,18
HONDA,RIDGELINE,2020,2024,3,9
HONDA,RIDGELINE,2021,2024,3,4
HONDA,RIDGELINE,2022,2024,3,1
HONDA,RIDGELINE,2023,2024,3,9
HONDA,RIDGELINE,2024,2024,3,5
SUBARU,ASCENT,2019,2024,3,6
SUBARU,ASCENT,2020,2024,3,11
SUBARU,ASCENT,2021,2024,3,7
SUBARU,ASCENT,2022,2024,3,6
SUBARU,ASCENT,2023,2024,3,9
SUBARU,ASCENT,2024,2024,3,21
SUBARU,CROSSTREK,2016,2024,3,4
SUBARU,CROSSTREK,2018,2024,3,7
SUBARU,CROSSTREK,2021,2024,3,8
SUBARU,CROSSTREK,2022,2024,3,2
SUBARU,CROSSTREK,2023,2024,3,8
SUBARU,CROSSTREK,2024,2024,3,10
SUBARU,FORESTER,2015,2024,3,9
SUBARU,FORESTER,2016,2024,3,14
SUBARU,FORESTER,2017,2024,3,14
SUBARU,FORESTER,2018,2024,3,15
SUBARU,FORESTER,2019,2024,3,16
SUBARU,FORESTER,2020,2024,3,20
SUBARU,FORESTER,2021,2024,3,10
SUBARU,FORESTER,2022,2024,3,3
SUBARU,FORESTER,2023,2024,3,19
SUBARU,FORESTER,2024,2024,3,7
SUBARU,IMPREZA,2017,2024,3,2
SUBARU,IMPREZA,2018,2024,3,2
SUBARU,IMPREZA,2019,2024,3,5
SUBARU,IMPREZA,2020,2024,3,4
SUBARU,IMPREZA,2021,2024,3,1
SUBARU,IMPREZA,2024,2024,3,4
SUBARU,LEGACY,2015,2024,3,3
SUBARU,LEGACY,2016,2024,3,1
SUBARU,LEGACY,2019,2024,3,4
SUBARU,LEGACY,2020,2024,3,1
SUBARU,LEGACY,2021,2024,3,1
SUBARU,LEGACY,2022,2024,3,2
SUBARU,LEGACY,2024,2024,3,2
SUBARU,OUTBACK,2015,2024,3,3
SUBARU,OUTBACK,2016,2024,3,16
SUBARU,OUTBACK,2017,2024,3,7
SUBARU,OUTBACK,2018,2024,3,26
SUBARU,OUTBACK,2019,2024,3,30
SUBARU,OUTBACK,2020,2024,3,24
SUBARU,OUTBACK,2021,2024,3,19
SUBARU,OUTBACK,2022,2024,3,23
SUBARU,OUTBACK,2023,2024,3,8
SUBARU,OUTBACK,2024,2024,3,12
SUBARU,SOLTERRA,2023,2024,3,5
SUBARU,SOLTERRA,2024,2024,3,3
SUBARU,WRX,2016,2024,3,1
SUBARU,WRX,2018,2024,3,5
SUBARU,WRX,2019,2024,3,3
SUBARU,WRX,2020,2024,3,2
SUBARU,WRX,2022,2024,3,1
SUBARU,WRX,2023,2024,3,1
TOYOTA,4RUNNER,2016,2024,3,1
TOYOTA,4RUNNER,2017,2024,3,2
TOYOTA,4RUNNER,2018,2024,3,3
TOYOTA,4RUNNER,2019,2024,3,2
TOYOTA,4RUNNER,2022,2024,3,2
TOYOTA,4RUNNER,2023,2024,3,3
TOYOTA,4RUNNER,2024,2024,3,1
TOYOTA,AVALON,2019,2024,3,3
TOYOTA,AVALON,2020,2024,3,1
TOYOTA,AVALON,2021,2024,3,1
TOYOTA,BZ4X,2023,2024,3,2
TOYOTA,BZ4X,2024,2024,3,2
TOYOTA,C-HR,2018,2024,3,4
TOYOTA,C-HR,2019,2024,3,5
TOYOTA,CAMRY,2015,2024,3,5
TOYOTA,CAMRY,2016,2024,3,2
TOYOTA,CAMRY,2017,2024,3,9
TOYOTA,CAMRY,2018,2024,3,19
TOYOTA,CAMRY,2019,2024,3,11
TOYOTA,CAMRY,2020,2024,3,23
TOYOTA,CAMRY,2021,2024,3,25
TOYOTA,CAMRY,2022,2024,3,2
TOYOTA,CAMRY,2023,2024,3,4
TOYOTA,CAMRY,2024,2024,3,10
TOYOTA,CAMRY HYBRID,2015,2024,3,1
TOYOTA,CAMRY HYBRID,2020,2024,3,2
TOYOTA,CAMRY HYBRID,2021,2024,3,1
TOYOTA,COROLLA,2015,2024,3,2
TOYOTA,COROLLA,2016,2024,3,5
TOYOTA,COROLLA,2018,2024,3,3
TOYOTA,COROLLA,2019,2024,3,19
TOYOTA,COROLLA,2020,2024,3,33
TOYOTA,COROLLA,2021,2024,3,24
TOYOTA,COROLLA,2022,2024,3,5
TOYOTA,COROLLA,2023,2024,3,10
TOYOTA,COROLLA,2024,2024,3,12
TOYOTA,COROLLA CROSS,2022,2024,3,8
TOYOTA,COROLLA CROSS,2023,2024,3,8
TOYOTA,COROLLA CROSS,2024,2024,3,4
TOYOTA,COROLLA CROSS HYBRID,2023,2024,3,3
TOYOTA,COROLLA HYBRID,2024,2024,3,1
TOYOTA,COROLLA IM,2017,2024,3,1
TOYOTA,COROLLA IM,2018,2024,3,2
TOYOTA,CROWN,2023,2024,3,5
TOYOTA,CROWN,2024,2024,3,6
TOYOTA,GR COROLLA,2023,2024,3,4
TOYOTA,GRAND HIGHLANDER,2024,2024,3,66
TOYOTA,GRAND HIGHLANDER HYBRID,2024,2024,3,2
TOYOTA,HIGHLANDER,2015,2024,3,7
TOYOTA,HIGHLANDER,2016,2024,3,1
TOYOTA,HIGHLANDER,2017,2024,3,4
TOYOTA,HIGHLANDER,2018,2024,3,14
TOYOTA,HIGHLANDER,2019,2024,3,18
TOYOTA,HIGHLANDER,2020,2024,3,27
TOYOTA,HIGHLANDER,2021,2024,3,32
TOYOTA,HIGHLANDER,2022,2024,3,13
TOYOTA,HIGHLANDER,2023,2024,3,28
TOYOTA,HIGHLANDER,2024,2024,3,2
TOYOTA,HIGHLANDER HYBRID,2021,2024,3,3
TOYOTA,HIGHLANDER HYBRID,2022,2024,3,5
TOYOTA,HIGHLANDER HYBRID,2023,2024,3,5
TOYOTA,LAND CRUISER,2024,2024,3,2
TOYOTA,MIRAI,2023,2024,3,1
TOYOTA,PRIUS,2015,2024,3,2
TOYOTA,PRIUS,2016,2024,3,3
TOYOTA,PRIUS,2017,2024,3,4
TOYOTA,PRIUS,2020,2024,3,1
TOYOTA,PRIUS,2021,2024,3,1
TOYOTA,PRIUS,2023,2024,3,4
TOYOTA,PRIUS,2024,2024,3,6
TOYOTA,PRIUS C,2016,2024,3,2
TOYOTA,PRIUS PLUG-IN HYBRID,2015,2024,3,1
TOYOTA,PRIUS PRIME,2021,2024,3,2
TOYOTA,PRIUS PRIME,2024,2024,3,4
TOYOTA,PRIUS V,2017,2024,3,1
TOYOTA,RAV4,2015,2024,3,12
TOYOTA,RAV4,2016,2024,3,10
TOYOTA,RAV4,2017,2024,3,18
TOYOTA,RAV4,2018,2024,3,23
TOYOTA,RAV4,2019,2024,3,47
TOYOTA,RAV4,2020,2024,3,74
TOYOTA,RAV4,2021,2024,3,25
TOYOTA,RAV4,2022,2024,3,5
TOYOTA,RAV4,2023,2024,3,13
TOYOTA,RAV4,2024,2024,3,16
TOYOTA,RAV4 HYBRID,2020,2024,3,1
TOYOTA,RAV4 HYBRID,2021,2024,3,1
TOYOTA,RAV4 HYBRID,2022,2024,3,1
TOYOTA,RAV4 HYBRID,2023,2024,3,1
TOYOTA,RAV4 PRIME,2021,2024,3,1
TOYOTA,RAV4 PRIME,2022,2024,3,1
TOYOTA,RAV4 PRIME,2024,2024,3,5
TOYOTA,SEQUOIA,2021,2024,3,1
TOYOTA,SEQUOIA,2023,2024,3,3
TOYOTA,SEQUOIA,2024,2024,3,8
TOYOTA,SEQUOIA HYBRID,2023,2024,3,2
TOYOTA,SEQUOIA HYBRID,2024,2024,3,6
TOYOTA,SIENNA,2015,2024,3,1
TOYOTA,SIENNA,2017,2024,3,5
TOYOTA,SIENNA,2018,2024,3,2
TOYOTA,SIENNA,2020,2024,3,2
TOYOTA,SIENNA,2021,2024,3,20
TOYOTA,SIENNA,2022,2024,3,14
TOYOTA,SIENNA,2023,2024,3,8
TOYOTA,SIENNA,2024,2024,3,9
TOYOTA,SIENNA HYBRID,2021,2024,3,2
TOYOTA,SIENNA HYBRID,2023,2024,3,4
TOYOTA,TACOMA,2015,2024,3,4
TOYOTA,TACOMA,2016,2024,3,7
TOYOTA,TACOMA,2018,2024,3,7
TOYOTA,TACOMA,2019,2024,3,3
TOYOTA,TACOMA,2021,2024,3,6
TOYOTA,TACOMA,2022,2024,3,6
TOYOTA,TACOMA,2023,2024,3,3
TOYOTA,TACOMA,2024,2024,3,30
TOYOTA,TUNDRA,2017,2024,3,1
TOYOTA,TUNDRA,2019,2024,3,1
TOYOTA,TUNDRA,2020,2024,3,1
TOYOTA,TUNDRA,2022,2024,3,63
TOYOTA,TUNDRA,2023,2024,3,40
TOYOTA,TUNDRA,2024,2024,3,31
TOYOTA,TUNDRA HYBRID,2024,2024,3,1
TOYOTA,VENZA,2021,2024,3,3
TOYOTA,VENZA,2022,2024,3,3
TOYOTA,VENZA,2023,2024,3,1
TOYOTA,VENZA,2024,2024,3,5
TOYOTA,YARIS,2019,2024,3,3
TOYOTA,YARIS,2020,2024,3,3
TOYOTA,YARIS IA,2017,2024,3,2
CHEVROLET,4500,2022,2024,2,1
CHEVROLET,5500HD,2019,2024,2,2
CHEVROLET,BLAZER,2019,2024,2,16
CHEVROLET,BLAZER,2020,2024,2,21
CHEVROLET,BLAZER,2021,2024,2,5
CHEVROLET,BLAZER,2022,2024,2,2
CHEVROLET,BLAZER,2023,2024,2,2
CHEVROLET,BLAZER,2024,2024,2,3
CHEVROLET,BLAZER EV,2024,2024,2,1
CHEVROLET,BOLT EUV,2022,2024,2,1
CHEVROLET,BOLT EUV,2023,2024,2,11
CHEVROLET,BOLT EV,2017,2024,2,5
CHEVROLET,BOLT EV,2018,2024,2,3
CHEVROLET,BOLT EV,2019,2024,2,3
CHEVROLET,BOLT EV,2020,2024,2,8
CHEVROLET,BOLT EV,2021,2024,2,2
CHEVROLET,BOLT EV,2023,2024,2,7
CHEVROLET,CAMARO,2015,2024,2,10
CHEVROLET,CAMARO,2016,2024,2,2
CHEVROLET,CAMARO,2017,2024,2,8
CHEVROLET,CAMARO,2018,2024,2,4
CHEVROLET,CAMARO,2020,2024,2,2
CHEVROLET,CAMARO,2022,2024,2,1
CHEVROLET,CAMARO,2023,2024,2,1
CHEVROLET,CHEVEROLET SS,2015,2024,2,1
CHEVROLET,COLORADO,2015,2024,2,18
CHEVROLET,COLORADO,2016,2024,2,26
CHEVROLET,COLORADO,2017,2024,2,3
CHEVROLET,COLORADO,2018,2024,2,9
CHEVROLET,COLORADO,2019,2024,2,7
CHEVROLET,COLORADO,2020,2024,2,5
CHEVROLET,COLORADO,2021,2024,2,2
CHEVROLET,COLORADO,2022,2024,2,2
CHEVROLET,COLORADO,2023,2024,2,17
CHEVROLET,COLORADO,2024,2024,2,17
CHEVROLET,CORVETTE,2017,2024,2,1
CHEVROLET,CORVETTE,2019,2024,2,2
CHEVROLET,CORVETTE,2021,2024,2,1
CHEVROLET,CORVETTE,2024,2024,2,5
CHEVROLET,CRUZE,2015,2024,2,1
CHEVROLET,CRUZE,2016,2024,2,3
CHEVROLET,CRUZE,2017,2024,2,9
CHEVROLET,CRUZE,2018,2024,2,3
CHEVROLET,CRUZE,2019,2024,2,4
CHEVROLET,EQUINOX,2015,2024,2,9
CHEVROLET,EQUINOX,2016,2024,2,16
CHEVROLET,EQUINOX,2017,2024,2,8
CHEVROLET,EQUINOX,2018,2024,2,19
CHEVROLET,EQUINOX,2019,2024,2,16
CHEVROLET,EQUINOX,2020,2024,2,21
CHEVROLET,EQUINOX,2021,2024,2,5
CHEVROLET,EQUINOX,2022,2024,2,8
CHEVROLET,EQUINOX,2023,2024,2,2
CHEVROLET,EQUINOX,2024,2024,2,1
CHEVROLET,EQUINOX EV,2024,2024,2,1
CHEVROLET,EXPRESS,2016,2024,2,2
CHEVROLET,EXPRESS,2017,2024,2,9
CHEVROLET,EXPRESS,2018,2024,2,3
CHEVROLET,EXPRESS,2020,2024,2,1
CHEVROLET,EXPRESS,2021,2024,2,1
CHEVROLET,G4500,2018,2024,2,1
CHEVROLET,IMPALA,2015,2024,2,2
CHEVROLET,IMPALA,2016,2024,2,4
CHEVROLET,IMPALA,2017,2024,2,3
CHEVROLET,IMPALA,2018,2024,2,1
CHEVROLET,MALIBU,2015,2024,2,5
CHEVROLET,MALIBU,2016,2024,2,27
CHEVROLET,MALIBU,2017,2024,2,24
CHEVROLET,MALIBU,2018,2024,2,21
CHEVROLET,MALIBU,2019,2024,2,9
CHEVROLET,MALIBU,2020,2024,2,15
CHEVROLET,MALIBU,2021,2024,2,13
CHEVROLET,MALIBU,2022,2024,2,10
CHEVROLET,MALIBU,2023,2024,2,4
CHEVROLET,MALIBU HYBRID,2016,2024,2,1
CHEVROLET,MALIBU HYBRID,2018,2024,2,1
CHEVROLET,SILVERADO,2015,2024,2,3
CHEVROLET,SILVERADO 1500,2015,2024,2,20
CHEVROLET,SILVERADO 1500,2016,2024,2,12
CHEVROLET,SILVERADO 1500,2017,2024,2,25
CHEVROLET,SILVERADO 1500,2018,2024,2,13
CHEVROLET,SILVERADO 1500,2019,2024,2,44
CHEVROLET,SILVERADO 1500,2020,2024,2,29
CHEVROLET,SILVERADO 1500,2021,2024,2,18
CHEVROLET,SILVERADO 1500,2022,2024,2,14
CHEVROLET,SILVERADO 1500,2023,2024,2,17
CHEVROLET,SILVERADO 1500,2024,2024,2,8
CHEVROLET,SILVERADO 2500,2015,2024,2,1
CHEVROLET,SILVERADO 2500,2017,2024,2,4
CHEVROLET,SILVERADO 2500,2018,2024,2,1
CHEVROLET,SILVERADO 2500,2019,2024,2,5
CHEVROLET,SILVERADO 2500,2020,2024,2,4
CHEVROLET,SILVERADO 2500,2021,2024,2,6
CHEVROLET,SILVERADO 2500,2022,2024,2,7
CHEVROLET,SILVERADO 2500,2023,2024,2,7
CHEVROLET,SILVERADO 2500,2024,2024,2,7
CHEVROLET,SILVERADO 3500,2015,2024,2,2
CHEVROLET,SILVERADO 3500,2016,2024,2,1
CHEVROLET,SILVERADO 3500,2019,2024,2,2
CHEVROLET,SILVERADO 3500,2020,2024,2,3
CHEVROLET,SILVERADO 3500,2021,2024,2,3
CHEVROLET,SILVERADO 3500,2022,2024,2,5
CHEVROLET,SILVERADO 3500,2024,2024,2,5
CHEVROLET,SILVERADO 5500,2023,2024,2,2
CHEVROLET,SILVERADO LT,2018,2024,2,1
CHEVROLET,SONIC,2016,2024,2,2
CHEVROLET,SONIC,2017,2024,2,3
CHEVROLET,SONIC,2019,2024,2,2
CHEVROLET,SPARK,2015,2024,2,3
CHEVROLET,SPARK,2021,2024,2,1
CHEVROLET,SUBURBAN,2015,2024,2,7
CHEVROLET,SUBURBAN,2017,2024,2,1
CHEVROLET,SUBURBAN,2019,2024,2,1
CHEVROLET,SUBURBAN,2020,2024,2,4
CHEVROLET,SUBURBAN,2021,2024,2,5
CHEVROLET,SUBURBAN,2022,2024,2,7
CHEVROLET,SUBURBAN,2023,2024,2,2
CHEVROLET,SUBURBAN 1500,2023,2024,2,2
CHEVROLET,TAHOE,2015,2024,2,12
CHEVROLET,TAHOE,2016,2024,2,1
CHEVROLET,TAHOE,2017,2024,2,6
CHEVROLET,TAHOE,2018,2024,2,7
CHEVROLET,TAHOE,2019,2024,2,28
CHEVROLET,TAHOE,2020,2024,2,3
CHEVROLET,TAHOE,2021,2024,2,17
CHEVROLET,TAHOE,2022,2024,2,1
CHEVROLET,TAHOE,2023,2024,2,6
CHEVROLET,TAHOE,2024,2024,2,1
CHEVROLET,TRAILBLAZER,2021,2024,2,7
CHEVROLET,TRAILBLAZER,2022,2024,2,7
CHEVROLET,TRAILBLAZER,2023,2024,2,4
CHEVROLET,TRAILBLAZER,2024,2024,2,1
CHEVROLET,TRAVERSE,2015,2024,2,8
CHEVROLET,TRAVERSE,2016,2024,2,30
CHEVROLET,TRAVERSE,2017,2024,2,48
CHEVROLET,TRAVERSE,2018,2024,2,27
CHEVROLET,TRAVERSE,2019,2024,2,24
CHEVROLET,TRAVERSE,2020,2024,2,15
CHEVROLET,TRAVERSE,2021,2024,2,7
