maketxt,modeltxt,yeartxt,complaint_year,complaint_quarter,complaint_count
CHEVROLET,BLAZER,2019,2025,4,14
CHEVROLET,BLAZER,2020,2025,4,33
CHEVROLET,BLAZER,2021,2025,4,20
CHEVROLET,BLAZER,2022,2025,4,11
CHEVROLET,BLAZER,2023,2025,4,2
CHEVROLET,BLAZER,2024,2025,4,12
CHEVROLET,BLAZER EV,2024,2025,4,9
CHEVROLET,BOLT EUV,2022,2025,4,1
CHEVROLET,BOLT EUV,2023,2025,4,5
CHEVROLET,BOLT EV,2017,2025,4,6
CHEVROLET,BOLT EV,2018,2025,4,5
CHEVROLET,BOLT EV,2019,2025,4,2
CHEVROLET,BOLT EV,2020,2025,4,1
CHEVROLET,BOLT EV,2022,2025,4,1
CHEVROLET,BOLT EV,2023,2025,4,2
CHEVROLET,CAMARO,2015,2025,4,2
CHEVROLET,CAMARO,2016,2025,4,6
CHEVROLET,CAMARO,2017,2025,4,6
CHEVROLET,CAMARO,2018,2025,4,7
CHEVROLET,CAMARO,2019,2025,4,2
CHEVROLET,CAMARO,2020,2025,4,1
CHEVROLET,CAMARO,2021,2025,4,2
CHEVROLET,CAMARO,2023,2025,4,1
CHEVROLET,CAMARO,2024,2025,4,2
CHEVROLET,CITY EXPRESS,2015,2025,4,1
CHEVROLET,COLORADO,2015,2025,4,6
CHEVROLET,COLORADO,2016,2025,4,27
CHEVROLET,COLORADO,2017,2025,4,9
CHEVROLET,COLORADO,2018,2025,4,5
CHEVROLET,COLORADO,2019,2025,4,3
CHEVROLET,COLORADO,2020,2025,4,1
CHEVROLET,COLORADO,2021,2025,4,7
CHEVROLET,COLORADO,2022,2025,4,7
CHEVROLET,COLORADO,2023,2025,4,9
CHEVROLET,COLORADO,2024,2025,4,11
CHEVROLET,CORVETTE,2016,2025,4,2
CHEVROLET,CORVETTE,2021,2025,4,1
CHEVROLET,CORVETTE,2023,2025,4,3
CHEVROLET,CORVETTE,2024,2025,4,4
CHEVROLET,CRUZE,2016,2025,4,1
CHEVROLET,CRUZE,2017,2025,4,7
CHEVROLET,EQUINOX,2016,2025,4,3
CHEVROLET,EQUINOX,2017,2025,4,8
CHEVROLET,EQUINOX,2018,2025,4,6
CHEVROLET,EQUINOX,2019,2025,4,16
CHEVROLET,EQUINOX,2020,2025,4,14
CHEVROLET,EQUINOX,2021,2025,4,3
CHEVROLET,EQUINOX,2022,2025,4,12
CHEVROLET,EQUINOX,2023,2025,4,7
CHEVROLET,EQUINOX,2024,2025,4,11
CHEVROLET,EQUINOX EV,2024,2025,4,8
CHEVROLET,EXPRESS,2020,2025,4,8
CHEVROLET,EXPRESS,2022,2025,4,2
CHEVROLET,EXPRESS 3500,2019,2025,4,2
CHEVROLET,IMPALA,2015,2025,4,2
CHEVROLET,IMPALA,2016,2025,4,1
CHEVROLET,IMPALA,2017,2025,4,1
CHEVROLET,MALIBU,2015,2025,4,5
CHEVROLET,MALIBU,2016,2025,4,12
CHEVROLET,MALIBU,2017,2025,4,9
CHEVROLET,MALIBU,2018,2025,4,32
CHEVROLET,MALIBU,2019,2025,4,13
CHEVROLET,MALIBU,2020,2025,4,16
CHEVROLET,MALIBU,2021,2025,4,12
CHEVROLET,MALIBU,2022,2025,4,6
CHEVROLET,MALIBU,2023,2025,4,3
CHEVROLET,SILVERADO 1500,2015,2025,4,15
CHEVROLET,SILVERADO 1500,2016,2025,4,9
CHEVROLET,SILVERADO 1500,2017,2025,4,12
CHEVROLET,SILVERADO 1500,2018,2025,4,13
CHEVROLET,SILVERADO 1500,2019,2025,4,54
CHEVROLET,SILVERADO 1500,2020,2025,4,41
CHEVROLET,SILVERADO 1500,2021,2025,4,62
CHEVROLET,SILVERADO 1500,2022,2025,4,25
CHEVROLET,SILVERADO 1500,2023,2025,4,34
CHEVROLET,SILVERADO 1500,2024,2025,4,24
CHEVROLET,SILVERADO 2500,2015,2025,4,4
CHEVROLET,SILVERADO 2500,2018,2025,4,2
CHEVROLET,SILVERADO 2500,2019,2025,4,1
CHEVROLET,SILVERADO 2500,2020,2025,4,3
CHEVROLET,SILVERADO 2500,2021,2025,4,9
CHEVROLET,SILVERADO 2500,2022,2025,4,10
CHEVROLET,SILVERADO 2500,2023,2025,4,1
CHEVROLET,SILVERADO 2500,2024,2025,4,9
CHEVROLET,SILVERADO 3500,2015,2025,4,3
CHEVROLET,SILVERADO 3500,2019,2025,4,5
CHEVROLET,SILVERADO 3500,2021,2025,4,7
CHEVROLET,SILVERADO 3500,2022,2025,4,1
CHEVROLET,SILVERADO 3500,2024,2025,4,5
CHEVROLET,SILVERADO EV,2024,2025,4,9
CHEVROLET,SONIC,2017,2025,4,1
CHEVROLET,SONIC,2020,2025,4,1
CHEVROLET,SPARK,2015,2025,4,5
CHEVROLET,SPARK,2020,2025,4,2
CHEVROLET,SUBURBAN,2015,2025,4,5
CHEVROLET,SUBURBAN,2016,2025,4,5
CHEVROLET,SUBURBAN,2017,2025,4,2
CHEVROLET,SUBURBAN,2018,2025,4,2
CHEVROLET,SUBURBAN,2019,2025,4,5
CHEVROLET,SUBURBAN,2020,2025,4,5
CHEVROLET,SUBURBAN,2021,2025,4,11
CHEVROLET,SUBURBAN,2022,2025,4,6
CHEVROLET,SUBURBAN,2023,2025,4,15
CHEVROLET,SUBURBAN,2024,2025,4,6
CHEVROLET,TAHOE,2015,2025,4,1
CHEVROLET,TAHOE,2016,2025,4,2
CHEVROLET,TAHOE,2017,2025,4,1
CHEVROLET,TAHOE,2018,2025,4,2
CHEVROLET,TAHOE,2019,2025,4,5
CHEVROLET,TAHOE,2020,2025,4,4
CHEVROLET,TAHOE,2021,2025,4,27
CHEVROLET,TAHOE,2022,2025,4,9
CHEVROLET,TAHOE,2023,2025,4,12
CHEVROLET,TAHOE,2024,2025,4,7
CHEVROLET,TRAILBLAZER,2021,2025,4,13
CHEVROLET,TRAILBLAZER,2022,2025,4,3
CHEVROLET,TRAILBLAZER,2023,2025,4,7
CHEVROLET,TRAILBLAZER,2024,2025,4,2
CHEVROLET,TRAVERSE,2015,2025,4,1
CHEVROLET,TRAVERSE,2016,2025,4,5
CHEVROLET,TRAVERSE,2018,2025,4,27
CHEVROLET,TRAVERSE,2019,2025,4,20
CHEVROLET,TRAVERSE,2020,2025,4,11
CHEVROLET,TRAVERSE,2021,2025,4,12
CHEVROLET,TRAVERSE,2022,2025,4,8
CHEVROLET,TRAVERSE,2023,2025,4,1
CHEVROLET,TRAVERSE,2024,2025,4,23
CHEVROLET,TRAX,2015,2025,4,5
CHEVROLET,TRAX,2016,2025,4,5
CHEVROLET,TRAX,2017,2025,4,4
CHEVROLET,TRAX,2019,2025,4,2
CHEVROLET,TRAX,2020,2025,4,8
CHEVROLET,TRAX,2024,2025,4,20
CHEVROLET,VOLT,2015,2025,4,3
CHEVROLET,VOLT,2016,2025,4,1
CHEVROLET,VOLT,2017,2025,4,19
CHEVROLET,VOLT,2018,2025,4,14
FORD,BRONCO,2021,2025,4,6
FORD,BRONCO,2022,2025,4,18
FORD,BRONCO,2023,2025,4,2
FORD,BRONCO,2024,2025,4,14
FORD,BRONCO SPORT,2021,2025,4,52
FORD,BRONCO SPORT,2022,2025,4,24
FORD,BRONCO SPORT,2023,2025,4,9
FORD,BRONCO SPORT,2024,2025,4,9
FORD,E-350,2019,2025,4,1
FORD,E-350,2021,2025,4,1
FORD,E-450,2022,2025,4,2
FORD,E-450,2024,2025,4,1
FORD,ECOSPORT,2018,2025,4,15
FORD,ECOSPORT,2019,2025,4,3
FORD,ECOSPORT,2020,2025,4,11
FORD,ECOSPORT,2021,2025,4,20
FORD,EDGE,2015,2025,4,20
FORD,EDGE,2016,2025,4,36
FORD,EDGE,2017,2025,4,63
FORD,EDGE,2018,2025,4,24
FORD,EDGE,2019,2025,4,53
FORD,EDGE,2020,2025,4,27
FORD,EDGE,2021,2025,4,10
FORD,EDGE,2022,2025,4,9
FORD,EDGE,2023,2025,4,1
FORD,EDGE,2024,2025,4,6
FORD,ESCAPE,2015,2025,4,26
FORD,ESCAPE,2016,2025,4,33
FORD,ESCAPE,2017,2025,4,83
FORD,ESCAPE,2018,2025,4,70
FORD,ESCAPE,2019,2025,4,23
FORD,ESCAPE,2020,2025,4,72
FORD,ESCAPE,2021,2025,4,28
FORD,ESCAPE,2022,2025,4,21
FORD,ESCAPE,2023,2025,4,9
FORD,ESCAPE,2024,2025,4,44
FORD,EXPEDITION,2015,2025,4,8
FORD,EXPEDITION,2016,2025,4,7
FORD,EXPEDITION,2017,2025,4,12
FORD,EXPEDITION,2018,2025,4,8
FORD,EXPEDITION,2019,2025,4,22
FORD,EXPEDITION,2020,2025,4,17
FORD,EXPEDITION,2021,2025,4,10
FORD,EXPEDITION,2022,2025,4,9
FORD,EXPEDITION,2023,2025,4,1
FORD,EXPEDITION,2024,2025,4,13
FORD,EXPLORER,2015,2025,4,86
FORD,EXPLORER,2016,2025,4,48
FORD,EXPLORER,2017,2025,4,65
FORD,EXPLORER,2018,2025,4,33
FORD,EXPLORER,2019,2025,4,5
FORD,EXPLORER,2020,2025,4,49
FORD,EXPLORER,2021,2025,4,22
FORD,EXPLORER,2022,2025,4,21
FORD,EXPLORER,2023,2025,4,6
FORD,EXPLORER,2024,2025,4,3
FORD,F-150,2015,2025,4,25
FORD,F-150,2016,2025,4,25
FORD,F-150,2017,2025,4,36
FORD,F-150,2018,2025,4,68
FORD,F-150,2019,2025,4,43
FORD,F-150,2020,2025,4,29
FORD,F-150,2021,2025,4,60
FORD,F-150,2022,2025,4,45
FORD,F-150,2023,2025,4,23
FORD,F-150,2024,2025,4,16
FORD,F-150 HYBRID,2021,2025,4,1
FORD,F-150 HYBRID,2023,2025,4,3
FORD,F-150 LIGHTNING BEV,2022,2025,4,5
FORD,F-150 LIGHTNING BEV,2023,2025,4,9
FORD,F-150 LIGHTNING BEV,2024,2025,4,2
FORD,F-250,2016,2025,4,7
FORD,F-250,2017,2025,4,9
FORD,F-250,2019,2025,4,12
FORD,F-250,2020,2025,4,14
FORD,F-250,2021,2025,4,6
FORD,F-250,2022,2025,4,13
FORD,F-250 SD,2019,2025,4,1
FORD,F-250 SD,2020,2025,4,3
FORD,F-250 SD,2023,2025,4,7
FORD,F-250 SD,2024,2025,4,2
FORD,F-350,2015,2025,4,3
FORD,F-350,2020,2025,4,8
FORD,F-350,2021,2025,4,4
FORD,F-350 SD,2022,2025,4,7
FORD,F-350 SD,2023,2025,4,2
FORD,F-350 SD,2024,2025,4,2
FORD,F-450,2020,2025,4,1
FORD,F-450 SD,2023,2025,4,1
FORD,F-450 SD,2024,2025,4,3
FORD,F-53,2016,2025,4,1
FORD,F-550,2020,2025,4,3
FORD,F-550 SD,2021,2025,4,2
FORD,F-750,2022,2025,4,1
FORD,FIESTA,2015,2025,4,1
FORD,FIESTA,2016,2025,4,3
FORD,FIESTA,2018,2025,4,1
FORD,FIESTA,2019,2025,4,12
FORD,FLEX,2016,2025,4,6
FORD,FLEX,2017,2025,4,3
FORD,FLEX,2018,2025,4,12
FORD,FLEX,2019,2025,4,24
FORD,FOCUS,2015,2025,4,7
FORD,FOCUS,2016,2025,4,6
FORD,FOCUS,2017,2025,4,7
FORD,FOCUS,2018,2025,4,6
FORD,FUSION,2015,2025,4,24
FORD,FUSION,2016,2025,4,34
FORD,FUSION,2017,2025,4,24
FORD,FUSION,2018,2025,4,10
FORD,FUSION,2019,2025,4,16
FORD,FUSION,2020,2025,4,10
FORD,FUSION HYBRID,2016,2025,4,1
FORD,MAVERICK,2022,2025,4,8
FORD,MAVERICK,2023,2025,4,2
FORD,MAVERICK,2024,2025,4,7
FORD,MAVERICK HYBRID,2022,2025,4,11
FORD,MAVERICK HYBRID,2023,2025,4,19
FORD,MAVERICK HYBRID,2024,2025,4,4
FORD,MUSTANG,2015,2025,4,11
FORD,MUSTANG,2016,2025,4,1
FORD,MUSTANG,2017,2025,4,11
FORD,MUSTANG,2018,2025,4,8
FORD,MUSTANG,2019,2025,4,9
FORD,MUSTANG,2020,2025,4,4
FORD,MUSTANG,2021,2025,4,2
FORD,MUSTANG,2022,2025,4,2
FORD,MUSTANG,2023,2025,4,2
FORD,MUSTANG,2024,2025,4,4
FORD,MUSTANG MACH E,2021,2025,4,14
FORD,MUSTANG MACH E,2022,2025,4,2
FORD,MUSTANG MACH E,2023,2025,4,26
FORD,MUSTANG MACH E,2024,2025,4,4
FORD,RANGER,2019,2025,4,10
FORD,RANGER,2020,2025,4,7
FORD,RANGER,2021,2025,4,11
FORD,RANGER,2023,2025,4,1
FORD,RANGER,2024,2025,4,7
FORD,TAURUS,2015,2025,4,6
FORD,TAURUS,2016,2025,4,7
FORD,TAURUS,2017,2025,4,4
FORD,TAURUS,2018,2025,4,6
FORD,TAURUS,2019,2025,4,1
FORD,TRANSIT,2015,2025,4,7
FORD,TRANSIT,2016,2025,4,2
FORD,TRANSIT,2017,2025,4,5
FORD,TRANSIT,2018,2025,4,2
FORD,TRANSIT,2019,2025,4,2
FORD,TRANSIT,2021,2025,4,1
FORD,TRANSIT,2022,2025,4,9
FORD,TRANSIT,2023,2025,4,6
FORD,TRANSIT,2024,2025,4,2
FORD,TRANSIT CONNECT,2015,2025,4,3
FORD,TRANSIT CONNECT,2016,2025,4,7
FORD,TRANSIT CONNECT,2017,2025,4,3
FORD,TRANSIT CONNECT,2019,2025,4,6
FORD,TRANSIT CONNECT,2020,2025,4,1
FORD,TRANSIT CONNECT,2022,2025,4,2
HONDA,ACCORD,2015,2025,4,5
HONDA,ACCORD,2016,2025,4,26
HONDA,ACCORD,2017,2025,4,21
HONDA,ACCORD,2018,2025,4,102
HONDA,ACCORD,2019,2025,4,45
HONDA,ACCORD,2020,2025,4,35
HONDA,ACCORD,2021,2025,4,24
HONDA,ACCORD,2022,2025,4,23
HONDA,ACCORD,2023,2025,4,6
HONDA,ACCORD,2024,2025,4,23
HONDA,ACCORD HYBRID,2021,2025,4,4
HONDA,ACCORD HYBRID,2022,2025,4,1
HONDA,ACCORD HYBRID,2024,2025,4,1
HONDA,ADV160,2024,2025,4,1
HONDA,CIVIC,2015,2025,4,7
HONDA,CIVIC,2016,2025,4,18
HONDA,CIVIC,2017,2025,4,7
HONDA,CIVIC,2018,2025,4,15
HONDA,CIVIC,2019,2025,4,5
HONDA,CIVIC,2020,2025,4,7
HONDA,CIVIC,2021,2025,4,5
HONDA,CIVIC,2022,2025,4,10
HONDA,CIVIC,2023,2025,4,3
HONDA,CIVIC,2024,2025,4,5
HONDA,CIVIC HATCHBACK,2024,2025,4,2
HONDA,CIVIC SI,2022,2025,4,4
HONDA,CIVIC SI,2023,2025,4,1
HONDA,CIVIC TYPE R,2020,2025,4,1
HONDA,CIVIC TYPE R,2021,2025,4,1
HONDA,CIVIC TYPE R,2023,2025,4,1
HONDA,CR-V,2015,2025,4,4
HONDA,CR-V,2017,2025,4,36
HONDA,CR-V,2018,2025,4,39
HONDA,CR-V,2019,2025,4,30
HONDA,CR-V,2020,2025,4,11
HONDA,CR-V,2021,2025,4,16
HONDA,CR-V,2022,2025,4,20
HONDA,CR-V,2023,2025,4,14
HONDA,CR-V,2024,2025,4,27
HONDA,CRF1100,2022,2025,4,1
HONDA,FIT,2017,2025,4,2
HONDA,FIT,2018,2025,4,6
HONDA,FIT,2019,2025,4,8
HONDA,FIT,2020,2025,4,3
HONDA,HR-V,2016,2025,4,2
HONDA,HR-V,2017,2025,4,4
HONDA,HR-V,2018,2025,4,10
HONDA,HR-V,2019,2025,4,16
HONDA,HR-V,2020,2025,4,2
HONDA,HR-V,2021,2025,4,5
HONDA,HR-V,2022,2025,4,6
HONDA,HR-V,2023,2025,4,4
HONDA,HR-V,2024,2025,4,4
HONDA,INSIGHT,2019,2025,4,2
HONDA,INSIGHT,2021,2025,4,3
HONDA,INSIGHT,2022,2025,4,1
HONDA,ODYSSEY,2015,2025,4,1
HONDA,ODYSSEY,2016,2025,4,10
HONDA,ODYSSEY,2017,2025,4,1
HONDA,ODYSSEY,2018,2025,4,78
HONDA,ODYSSEY,2019,2025,4,109
HONDA,ODYSSEY,2020,2025,4,51
HONDA,ODYSSEY,2021,2025,4,6
HONDA,ODYSSEY,2022,2025,4,7
HONDA,ODYSSEY,2023,2025,4,7
HONDA,ODYSSEY,2024,2025,4,9
HONDA,PASSPORT,2019,2025,4,17
HONDA,PASSPORT,2020,2025,4,10
HONDA,PASSPORT,2021,2025,4,11
HONDA,PASSPORT,2022,2025,4,2
HONDA,PASSPORT,2023,2025,4,3
HONDA,PASSPORT,2024,2025,4,5
HONDA,PILOT,2016,2025,4,39
HONDA,PILOT,2017,2025,4,28
HONDA,PILOT,2018,2025,4,13
HONDA,PILOT,2019,2025,4,32
HONDA,PILOT,2020,2025,4,22
HONDA,PILOT,2021,2025,4,38
HONDA,PILOT,2022,2025,4,21
HONDA,PILOT,2023,2025,4,4
HONDA,PILOT,2024,2025,4,12
HONDA,PROLOGUE,2024,2025,4,50
HONDA,RIDGELINE,2017,2025,4,10
HONDA,RIDGELINE,2018,2025,4,9
HONDA,RIDGELINE,2019,2025,4,7
HONDA,RIDGELINE,2020,2025,4,7
HONDA,RIDGELINE,2021,2025,4,2
HONDA,RIDGELINE,2022,2025,4,7
HONDA,RIDGELINE,2024,2025,4,1
SUBARU,ASCENT,2019,2025,4,1
SUBARU,ASCENT,2020,2025,4,2
SUBARU,ASCENT,2023,2025,4,2
SUBARU,ASCENT,2024,2025,4,5
SUBARU,CROSSTREK,2016,2025,4,1
SUBARU,CROSSTREK,2017,2025,4,1
SUBARU,CROSSTREK,2018,2025,4,2
SUBARU,CROSSTREK,2019,2025,4,1
SUBARU,CROSSTREK,2020,2025,4,1
SUBARU,CROSSTREK,2021,2025,4,5
SUBARU,CROSSTREK,2022,2025,4,3
SUBARU,CROSSTREK,2023,2025,4,2
SUBARU,CROSSTREK,2024,2025,4,23
SUBARU,FORESTER,2015,2025,4,5
SUBARU,FORESTER,2016,2025,4,2
SUBARU,FORESTER,2017,2025,4,13
SUBARU,FORESTER,2018,2025,4,7
SUBARU,FORESTER,2019,2025,4,12
SUBARU,FORESTER,2020,2025,4,5
SUBARU,FORESTER,2021,2025,4,7
SUBARU,FORESTER,2022,2025,4,1
SUBARU,FORESTER,2023,2025,4,8
SUBARU,IMPREZA,2018,2025,4,3
SUBARU,IMPREZA,2022,2025,4,1
SUBARU,LEGACY,2018,2025,4,7
SUBARU,LEGACY,2019,2025,4,2
SUBARU,LEGACY,2020,2025,4,1
SUBARU,LEGACY,2021,2025,4,4
SUBARU,OUTBACK,2015,2025,4,6
SUBARU,OUTBACK,2016,2025,4,5
SUBARU,OUTBACK,2017,2025,4,5
SUBARU,OUTBACK,2018,2025,4,4
SUBARU,OUTBACK,2020,2025,4,4
SUBARU,OUTBACK,2021,2025,4,6
SUBARU,OUTBACK,2022,2025,4,6
SUBARU,OUTBACK,2023,2025,4,4
SUBARU,OUTBACK,2024,2025,4,8
SUBARU,SOLTERRA,2023,2025,4,3
SUBARU,SOLTERRA,2024,2025,4,1
SUBARU,WRX,2017,2025,4,2
SUBARU,WRX,2020,2025,4,3
SUBARU,WRX,2024,2025,4,3
SUBARU,XV CROSSTREK,2015,2025,4,1
TOYOTA,4RUNNER,2016,2025,4,2
TOYOTA,4RUNNER,2019,2025,4,6
TOYOTA,4RUNNER,2021,2025,4,1
TOYOTA,4RUNNER,2022,2025,4,1
TOYOTA,4RUNNER,2024,2025,4,2
TOYOTA,AVALON,2016,2025,4,1
TOYOTA,AVALON,2018,2025,4,2
TOYOTA,AVALON,2019,2025,4,3
TOYOTA,AVALON,2021,2025,4,1
TOYOTA,AVALON,2022,2025,4,3
TOYOTA,BZ4X,2024,2025,4,8
TOYOTA,C-HR,2018,2025,4,41
TOYOTA,C-HR,2019,2025,4,10
TOYOTA,C-HR,2020,2025,4,4
TOYOTA,C-HR,2021,2025,4,2
TOYOTA,CAMRY,2015,2025,4,2
TOYOTA,CAMRY,2016,2025,4,2
TOYOTA,CAMRY,2017,2025,4,3
TOYOTA,CAMRY,2018,2025,4,25
TOYOTA,CAMRY,2019,2025,4,7
TOYOTA,CAMRY,2020,2025,4,12
TOYOTA,CAMRY,2021,2025,4,9
TOYOTA,CAMRY,2022,2025,4,3
TOYOTA,CAMRY,2023,2025,4,3
TOYOTA,CAMRY,2024,2025,4,2
TOYOTA,COROLLA,2015,2025,4,1
TOYOTA,COROLLA,2016,2025,4,4
TOYOTA,COROLLA,2017,2025,4,5
TOYOTA,COROLLA,2018,2025,4,4
TOYOTA,COROLLA,2019,2025,4,12
TOYOTA,COROLLA,2020,2025,4,11
TOYOTA,COROLLA,2021,2025,4,10
TOYOTA,COROLLA,2022,2025,4,10
TOYOTA,COROLLA,2023,2025,4,5
TOYOTA,COROLLA,2024,2025,4,9
TOYOTA,COROLLA CROSS,2022,2025,4,1
TOYOTA,COROLLA CROSS,2023,2025,4,1
TOYOTA,COROLLA CROSS,2024,2025,4,1
TOYOTA,COROLLA HATCHBACK,2020,2025,4,3
TOYOTA,CROWN,2024,2025,4,1
TOYOTA,GR COROLLA,2023,2025,4,4
TOYOTA,GR86,2023,2025,4,1
TOYOTA,GRAND HIGHLANDER,2024,2025,4,11
TOYOTA,HIGHLANDER,2016,2025,4,3
TOYOTA,HIGHLANDER,2017,2025,4,8
TOYOTA,HIGHLANDER,2018,2025,4,10
TOYOTA,HIGHLANDER,2019,2025,4,37
TOYOTA,HIGHLANDER,2020,2025,4,18
TOYOTA,HIGHLANDER,2021,2025,4,36
TOYOTA,HIGHLANDER,2022,2025,4,14
TOYOTA,HIGHLANDER,2023,2025,4,13
TOYOTA,HIGHLANDER,2024,2025,4,5
TOYOTA,HIGHLANDER HYBRID,2021,2025,4,1
TOYOTA,LAND CRUISER,2024,2025,4,4
TOYOTA,MIRAI,2018,2025,4,2
TOYOTA,MIRAI,2019,2025,4,2
TOYOTA,MIRAI,2022,2025,4,7
TOYOTA,MIRAI,2023,2025,4,4
TOYOTA,PRIUS,2015,2025,4,8
TOYOTA,PRIUS,2019,2025,4,4
TOYOTA,PRIUS,2024,2025,4,2
TOYOTA,PRIUS PRIME,2017,2025,4,1
TOYOTA,PRIUS PRIME,2021,2025,4,3
TOYOTA,PRIUS PRIME,2024,2025,4,1
TOYOTA,PRIUS V,2015,2025,4,1
TOYOTA,RAV4,2015,2025,4,4
TOYOTA,RAV4,2017,2025,4,5
TOYOTA,RAV4,2018,2025,4,7
TOYOTA,RAV4,2019,2025,4,22
TOYOTA,RAV4,2020,2025,4,7
TOYOTA,RAV4,2021,2025,4,21
TOYOTA,RAV4,2022,2025,4,13
TOYOTA,RAV4,2023,2025,4,19
TOYOTA,RAV4,2024,2025,4,31
TOYOTA,RAV4 HYBRID,2020,2025,4,1
TOYOTA,RAV4 HYBRID,2024,2025,4,1
TOYOTA,RAV4 PRIME,2023,2025,4,2
TOYOTA,RAV4 PRIME,2024,2025,4,3
TOYOTA,SEQUOIA,2023,2025,4,4
TOYOTA,SIENNA,2015,2025,4,4
TOYOTA,SIENNA,2017,2025,4,6
TOYOTA,SIENNA,2019,2025,4,1
TOYOTA,SIENNA,2020,2025,4,1
TOYOTA,SIENNA,2021,2025,4,1
TOYOTA,SIENNA,2022,2025,4,1
TOYOTA,SIENNA,2024,2025,4,9
TOYOTA,SUPRA,2020,2025,4,3
TOYOTA,TACOMA,2016,2025,4,5
TOYOTA,TACOMA,2017,2025,4,4
TOYOTA,TACOMA,2018,2025,4,6
TOYOTA,TACOMA,2019,2025,4,6
TOYOTA,TACOMA,2020,2025,4,2
TOYOTA,TACOMA,2021,2025,4,4
TOYOTA,TACOMA,2023,2025,4,1
TOYOTA,TACOMA,2024,2025,4,10
TOYOTA,TUNDRA,2017,2025,4,5
TOYOTA,TUNDRA,2018,2025,4,4
TOYOTA,TUNDRA,2020,2025,4,1
TOYOTA,TUNDRA,2021,2025,4,2
TOYOTA,TUNDRA,2022,2025,4,37
TOYOTA,TUNDRA,2023,2025,4,56
TOYOTA,TUNDRA,2024,2025,4,44
TOYOTA,VENZA,2021,2025,4,8
TOYOTA,VENZA,2022,2025,4,6
TOYOTA,VENZA,2023,2025,4,1
TOYOTA,VENZA,2024,2025,4,1
TOYOTA,VENZA HYBRID,2021,2025,4,3
CHEVROLET,3500,2020,2025,3,1
CHEVROLET,3500,2022,2025,3,1
CHEVROLET,3500HD,2024,2025,3,3
CHEVROLET,BLAZER,2019,2025,3,14
CHEVROLET,BLAZER,2020,2025,3,25
CHEVROLET,BLAZER,2021,2025,3,21
CHEVROLET,BLAZER,2022,2025,3,14
CHEVROLET,BLAZER,2023,2025,3,10
CHEVROLET,BLAZER,2024,2025,3,1
CHEVROLET,BLAZER EV,2024,2025,3,30
CHEVROLET,BOLT EUV,2022,2025,3,8
CHEVROLET,BOLT EUV,2023,2025,3,10
CHEVROLET,BOLT EV,2017,2025,3,10
CHEVROLET,BOLT EV,2018,2025,3,5
CHEVROLET,BOLT EV,2019,2025,3,3
CHEVROLET,BOLT EV,2020,2025,3,12
CHEVROLET,BOLT EV,2021,2025,3,2
CHEVROLET,BOLT EV,2022,2025,3,3
CHEVROLET,BOLT EV,2023,2025,3,6
CHEVROLET,CAMARO,2015,2025,3,6
CHEVROLET,CAMARO,2017,2025,3,10
CHEVROLET,CAMARO,2018,2025,3,3
CHEVROLET,CAMARO,2019,2025,3,3
CHEVROLET,CAMARO,2020,2025,3,7
CHEVROLET,CAMARO,2021,2025,3,3
CHEVROLET,CAMARO,2022,2025,3,2
CHEVROLET,CAMARO,2023,2025,3,3
CHEVROLET,COLORADO,2015,2025,3,6
CHEVROLET,COLORADO,2016,2025,3,45
CHEVROLET,COLORADO,2017,2025,3,7
CHEVROLET,COLORADO,2018,2025,3,5
CHEVROLET,COLORADO,2019,2025,3,5
CHEVROLET,COLORADO,2020,2025,3,3
CHEVROLET,COLORADO,2021,2025,3,4
CHEVROLET,COLORADO,2022,2025,3,6
CHEVROLET,COLORADO,2023,2025,3,9
CHEVROLET,COLORADO,2024,2025,3,11
CHEVROLET,CORVETTE,2015,2025,3,2
CHEVROLET,CORVETTE,2016,2025,3,2
CHEVROLET,CORVETTE,2017,2025,3,1
CHEVROLET,CORVETTE,2019,2025,3,4
CHEVROLET,CORVETTE,2020,2025,3,2
CHEVROLET,CORVETTE,2021,2025,3,1
CHEVROLET,CORVETTE,2022,2025,3,3
CHEVROLET,CORVETTE,2023,2025,3,3
CHEVROLET,CRUZE,2016,2025,3,1
CHEVROLET,CRUZE,2017,2025,3,10
CHEVROLET,CRUZE,2018,2025,3,7
CHEVROLET,EQUINOX,2015,2025,3,13
CHEVROLET,EQUINOX,2016,2025,3,11
CHEVROLET,EQUINOX,2017,2025,3,11
CHEVROLET,EQUINOX,2018,2025,3,13
CHEVROLET,EQUINOX,2019,2025,3,12
CHEVROLET,EQUINOX,2020,2025,3,39
CHEVROLET,EQUINOX,2021,2025,3,15
CHEVROLET,EQUINOX,2022,2025,3,19
CHEVROLET,EQUINOX,2023,2025,3,4
CHEVROLET,EQUINOX,2024,2025,3,10
CHEVROLET,EQUINOX EV,2024,2025,3,16
CHEVROLET,EXPRESS,2019,2025,3,1
CHEVROLET,EXPRESS,2020,2025,3,1
CHEVROLET,EXPRESS,2023,2025,3,3
CHEVROLET,EXPRESS CUTAWAY VAN,2022,2025,3,9
CHEVROLET,IMPALA,2015,2025,3,5
CHEVROLET,IMPALA,2017,2025,3,1
CHEVROLET,IMPALA,2018,2025,3,4
CHEVROLET,IMPALA,2019,2025,3,2
CHEVROLET,IMPALA,2020,2025,3,6
CHEVROLET,MALIBU,2015,2025,3,5
CHEVROLET,MALIBU,2016,2025,3,25
CHEVROLET,MALIBU,2017,2025,3,23
